Season,Round,ClubHome,ClubAway,PlayDate
IPL2015,19,Saba QOM,Rahahan TEH,2016-02-07 13:15:00+00:00
IPL2015,19,Saipa ALB,Esteghlal KHU,2016-02-07 18:15:00+00:00
IPL2015,19,SiahJamegan MSH,Gostaresh TBZ,2016-02-07 13:45:00+00:00
IPL2015,19,Teraktor TBZ,Padideh MSH,2016-02-07 18:15:00+00:00
IPL2015,20,Rahahan TEH,SiahJamegan MSH,2016-02-13 14:30:00+00:00
IPL2015,20,Esteghlal KHU,Teraktor TBZ,2016-02-12 13:30:00+00:00
IPL2015,20,Padideh MSH,Saba QOM,2016-02-12 14:45:00+00:00
IPL2015,20,Perspolis TEH,Foolad KHU,2016-02-12 16:15:00+00:00
IPL2015,20,Sepahan ESF,Saipa ALB,2016-02-12 16:30:00+00:00
IPL2015,20,Esteghlal AHV,Zobahan ESF,2016-02-13 12:30:00+00:00
IPL2015,20,Gostaresh TBZ,Malavan ANZ,2016-02-13 18:15:00+00:00
IPL2015,20,Naft TEH,Esteghlal TEH,2016-02-14 16:45:00+00:00
IPL2015,21,Malavan ANZ,Rahahan TEH,2016-02-19 14:30:00+00:00
IPL2015,21,Saipa ALB,Perspolis TEH,2016-02-18 15:45:00+00:00
IPL2015,21,Teraktor TBZ,Sepahan ESF,2016-02-18 17:15:00+00:00
IPL2015,21,Zobahan ESF,Foolad KHU,2016-02-18 16:15:00+00:00
IPL2015,21,SiahJamegan MSH,Padideh MSH,2016-02-19 17:30:00+00:00
IPL2015,21,Esteghlal AHV,Naft TEH,2016-02-19 17:00:00+00:00
IPL2015,21,Esteghlal TEH,Gostaresh TBZ,2016-02-19 16:00:00+00:00
IPL2015,21,Saba QOM,Esteghlal KHU,2016-02-19 15:30:00+00:00
IPL2015,22,Sepahan ESF,Saba QOM,2016-03-06 14:15:00+00:00
IPL2015,22,Esteghlal KHU,SiahJamegan MSH,2016-03-03 15:30:00+00:00
IPL2015,22,Foolad KHU,Saipa ALB,2016-03-04 18:15:00+00:00
IPL2015,22,Padideh MSH,Malavan ANZ,2016-03-04 13:00:00+00:00
IPL2015,22,Rahahan TEH,Esteghlal TEH,2016-03-04 17:15:00+00:00
IPL2015,22,Gostaresh TBZ,Esteghlal AHV,2016-03-05 16:45:00+00:00
IPL2015,22,Naft TEH,Zobahan ESF,2016-03-06 16:00:00+00:00
IPL2015,22,Perspolis TEH,Teraktor TBZ,2016-03-06 16:15:00+00:00
IPL2015,23,Saba QOM,Perspolis TEH,2016-03-11 13:45:00+00:00
IPL2015,23,Esteghlal TEH,Padideh MSH,2016-03-10 13:00:00+00:00
IPL2015,23,Malavan ANZ,Esteghlal KHU,2016-03-10 13:15:00+00:00
IPL2015,23,Naft TEH,Gostaresh TBZ,2016-03-10 12:30:00+00:00
IPL2015,23,SiahJamegan MSH,Sepahan ESF,2016-03-10 16:15:00+00:00
IPL2015,23,Teraktor TBZ,Foolad KHU,2016-03-10 16:45:00+00:00
IPL2015,23,Zobahan ESF,Saipa ALB,2016-03-10 14:45:00+00:00
IPL2015,23,Esteghlal AHV,Rahahan TEH,2016-03-11 12:30:00+00:00
IPL2015,24,Rahahan TEH,Naft TEH,2016-04-03 17:15:00+00:00
IPL2015,24,Gostaresh TBZ,Zobahan ESF,2016-03-31 13:15:00+00:00
IPL2015,24,Saipa ALB,Teraktor TBZ,2016-03-31 12:15:00+00:00
IPL2015,24,Sepahan ESF,Malavan ANZ,2016-03-31 12:30:00+00:00
IPL2015,24,Esteghlal KHU,Esteghlal TEH,2016-04-03 12:00:00+00:00
IPL2015,24,Padideh MSH,Esteghlal AHV,2016-04-03 14:00:00+00:00
IPL2015,24,Perspolis TEH,SiahJamegan MSH,2016-04-03 16:45:00+00:00
IPL2015,24,Foolad KHU,Saba QOM,2016-04-02 14:30:00+00:00
IPL2015,25,Esteghlal AHV,Esteghlal KHU,2016-04-08 14:15:00+00:00
IPL2015,25,Gostaresh TBZ,Rahahan TEH,2016-04-08 15:00:00+00:00
IPL2015,25,Saba QOM,Saipa ALB,2016-04-08 12:30:00+00:00
IPL2015,25,SiahJamegan MSH,Foolad KHU,2016-04-08 14:15:00+00:00
IPL2015,25,Malavan ANZ,Perspolis TEH,2016-04-09 12:15:00+00:00
IPL2015,25,Naft TEH,Padideh MSH,2016-04-09 12:15:00+00:00
IPL2015,25,Esteghlal TEH,Sepahan ESF,2016-04-10 12:15:00+00:00
IPL2015,25,Zobahan ESF,Teraktor TBZ,2016-04-10 17:00:00+00:00
IPL2015,26,Esteghlal KHU,Naft TEH,2016-04-14 12:00:00+00:00
IPL2015,26,Padideh MSH,Gostaresh TBZ,2016-04-14 12:00:00+00:00
IPL2015,26,Rahahan TEH,Zobahan ESF,2016-04-14 16:30:00+00:00
IPL2015,26,Saipa ALB,SiahJamegan MSH,2016-04-14 16:00:00+00:00
IPL2015,26,Sepahan ESF,Esteghlal AHV,2016-04-14 11:45:00+00:00
IPL2015,26,Teraktor TBZ,Saba QOM,2016-04-14 15:30:00+00:00
IPL2015,26,Perspolis TEH,Esteghlal TEH,2016-04-15 14:30:00+00:00
IPL2015,26,Foolad KHU,Malavan ANZ,2016-04-16 13:30:00+00:00
IPL2015,27,Esteghlal AHV,Perspolis TEH,2016-04-22 16:45:00+00:00
IPL2015,27,Esteghlal TEH,Foolad KHU,2016-04-22 13:30:00+00:00
IPL2015,27,Gostaresh TBZ,Esteghlal KHU,2016-04-22 12:00:00+00:00
IPL2015,27,Malavan ANZ,Saipa ALB,2016-04-22 16:45:00+00:00
IPL2015,27,Rahahan TEH,Padideh MSH,2016-04-22 14:00:00+00:00
IPL2015,27,Naft TEH,Sepahan ESF,2016-04-24 17:15:00+00:00
IPL2015,27,SiahJamegan MSH,Teraktor TBZ,2016-04-24 13:45:00+00:00
IPL2015,27,Zobahan ESF,Saba QOM,2016-04-24 11:30:00+00:00
IPL2015,28,Esteghlal KHU,Rahahan TEH,2016-04-28 13:45:00+00:00
IPL2015,28,Padideh MSH,Zobahan ESF,2016-04-28 14:00:00+00:00
IPL2015,28,Perspolis TEH,Naft TEH,2016-04-28 13:45:00+00:00
IPL2015,28,Saba QOM,SiahJamegan MSH,2016-04-28 14:00:00+00:00
IPL2015,28,Saipa ALB,Esteghlal TEH,2016-04-28 12:00:00+00:00
IPL2015,28,Sepahan ESF,Gostaresh TBZ,2016-04-28 13:00:00+00:00
IPL2015,28,Teraktor TBZ,Malavan ANZ,2016-04-28 14:30:00+00:00
IPL2015,28,Foolad KHU,Esteghlal AHV,2016-04-30 14:00:00+00:00
IPL2015,29,Esteghlal AHV,Saipa ALB,2016-05-08 11:30:00+00:00
IPL2015,29,Esteghlal TEH,Teraktor TBZ,2016-05-08 15:45:00+00:00
IPL2015,29,Gostaresh TBZ,Perspolis TEH,2016-05-08 15:30:00+00:00
IPL2015,29,Malavan ANZ,Saba QOM,2016-05-08 14:15:00+00:00
IPL2015,29,Naft TEH,Foolad KHU,2016-05-08 13:45:00+00:00
IPL2015,29,Padideh MSH,Esteghlal KHU,2016-05-08 12:45:00+00:00
IPL2015,29,Rahahan TEH,Sepahan ESF,2016-05-08 15:45:00+00:00
IPL2015,29,Zobahan ESF,SiahJamegan MSH,2016-05-08 15:15:00+00:00
IPL2015,30,Esteghlal KHU,Zobahan ESF,2016-05-13 16:30:00+00:00
IPL2015,30,Foolad KHU,Gostaresh TBZ,2016-05-13 12:00:00+00:00
IPL2015,30,Perspolis TEH,Rahahan TEH,2016-05-13 11:45:00+00:00
IPL2015,30,Saba QOM,Esteghlal TEH,2016-05-13 15:30:00+00:00
IPL2015,30,Saipa ALB,Naft TEH,2016-05-13 14:45:00+00:00
IPL2015,30,Sepahan ESF,Padideh MSH,2016-05-13 14:30:00+00:00
IPL2015,30,SiahJamegan MSH,Malavan ANZ,2016-05-13 15:45:00+00:00
IPL2015,30,Teraktor TBZ,Esteghlal AHV,2016-05-13 15:30:00+00:00
