Season,Round,ClubHome,ClubAway,PlayDate
IPL2014,07,Gostaresh TBZ,Naft TEH,2014-09-04 14:30:00+00:00
IPL2014,07,Naft MJS,Esteghlal TEH,2014-09-04 13:30:00+00:00
IPL2014,07,Sepahan ESF,Malavan ANZ,2014-09-04 14:00:00+00:00
IPL2014,07,Paykan TEH,Foolad KHU,2014-09-05 12:15:00+00:00
IPL2014,07,Perspolis TEH,Teraktor TBZ,2014-09-05 16:00:00+00:00
IPL2014,07,Rahahan TEH,Saba QOM,2014-09-05 16:15:00+00:00
IPL2014,07,Saipa ALB,Zobahan ESF,2014-09-05 17:15:00+00:00
IPL2014,08,Foolad KHU,Gostaresh TBZ,2014-09-11 15:00:00+00:00
IPL2014,08,Naft TEH,Esteghlal TEH,2014-09-11 17:15:00+00:00
IPL2014,08,Padideh MSH,Sepahan ESF,2014-09-11 16:00:00+00:00
IPL2014,08,Malavan ANZ,Saipa ALB,2014-09-12 12:45:00+00:00
IPL2014,08,Perspolis TEH,Naft MJS,2014-09-12 14:00:00+00:00
IPL2014,08,Saba QOM,Esteghlal KHU,2014-09-12 14:30:00+00:00
IPL2014,08,Teraktor TBZ,Rahahan TEH,2014-09-12 12:45:00+00:00
IPL2014,08,Zobahan ESF,Paykan TEH,2014-09-12 15:30:00+00:00
IPL2014,09,Esteghlal KHU,Teraktor TBZ,2014-09-18 14:30:00+00:00
IPL2014,09,Rahahan TEH,Perspolis TEH,2014-09-18 13:30:00+00:00
IPL2014,09,Sepahan ESF,Saba QOM,2014-09-18 17:00:00+00:00
IPL2014,09,Esteghlal TEH,Foolad KHU,2014-09-19 12:30:00+00:00
IPL2014,09,Gostaresh TBZ,Zobahan ESF,2014-09-19 13:30:00+00:00
IPL2014,09,Naft MJS,Naft TEH,2014-09-19 14:00:00+00:00
IPL2014,09,Paykan TEH,Malavan ANZ,2014-09-19 11:45:00+00:00
IPL2014,09,Saipa ALB,Padideh MSH,2014-09-19 14:00:00+00:00
IPL2014,10,Malavan ANZ,Gostaresh TBZ,2014-09-25 13:15:00+00:00
IPL2014,10,Perspolis TEH,Esteghlal KHU,2014-09-25 12:30:00+00:00
IPL2014,10,Rahahan TEH,Naft MJS,2014-09-25 17:45:00+00:00
IPL2014,10,Saba QOM,Saipa ALB,2014-09-25 12:45:00+00:00
IPL2014,10,Foolad KHU,Naft TEH,2014-09-26 14:15:00+00:00
IPL2014,10,Padideh MSH,Paykan TEH,2014-09-26 14:15:00+00:00
IPL2014,10,Teraktor TBZ,Sepahan ESF,2014-09-26 14:30:00+00:00
IPL2014,10,Zobahan ESF,Esteghlal TEH,2014-09-26 18:00:00+00:00
IPL2014,11,Esteghlal KHU,Rahahan TEH,2014-10-02 13:30:00+00:00
IPL2014,11,Esteghlal TEH,Malavan ANZ,2014-10-02 12:45:00+00:00
IPL2014,11,Gostaresh TBZ,Padideh MSH,2014-10-02 15:15:00+00:00
IPL2014,11,Naft TEH,Zobahan ESF,2014-10-02 14:15:00+00:00
IPL2014,11,Naft MJS,Foolad KHU,2014-10-03 16:15:00+00:00
IPL2014,11,Paykan TEH,Saba QOM,2014-10-03 15:45:00+00:00
IPL2014,11,Saipa ALB,Teraktor TBZ,2014-10-03 17:45:00+00:00
IPL2014,11,Sepahan ESF,Perspolis TEH,2014-10-03 13:00:00+00:00
IPL2014,12,Esteghlal KHU,Naft MJS,2014-10-21 17:15:00+00:00
IPL2014,12,Perspolis TEH,Saipa ALB,2014-10-21 16:00:00+00:00
IPL2014,12,Saba QOM,Gostaresh TBZ,2014-10-21 16:30:00+00:00
IPL2014,12,Malavan ANZ,Naft TEH,2014-10-22 14:15:00+00:00
IPL2014,12,Padideh MSH,Esteghlal TEH,2014-10-22 17:00:00+00:00
IPL2014,12,Rahahan TEH,Sepahan ESF,2014-10-22 16:45:00+00:00
IPL2014,12,Teraktor TBZ,Paykan TEH,2014-10-22 14:15:00+00:00
IPL2014,12,Zobahan ESF,Foolad KHU,2014-10-22 17:45:00+00:00
IPL2014,13,Foolad KHU,Malavan ANZ,2014-10-30 14:15:00+00:00
IPL2014,13,Paykan TEH,Perspolis TEH,2014-10-30 15:15:00+00:00
IPL2014,13,Esteghlal TEH,Saba QOM,2014-10-31 17:15:00+00:00
IPL2014,13,Gostaresh TBZ,Teraktor TBZ,2014-10-31 17:15:00+00:00
IPL2014,13,Naft MJS,Zobahan ESF,2014-10-31 18:15:00+00:00
IPL2014,13,Naft TEH,Padideh MSH,2014-10-31 16:00:00+00:00
IPL2014,13,Saipa ALB,Rahahan TEH,2014-10-31 14:15:00+00:00
IPL2014,13,Sepahan ESF,Esteghlal KHU,2014-10-31 14:15:00+00:00
IPL2014,14,Perspolis TEH,Gostaresh TBZ,2014-11-06 14:30:00+00:00
IPL2014,14,Rahahan TEH,Paykan TEH,2014-11-06 13:15:00+00:00
IPL2014,14,Sepahan ESF,Naft MJS,2014-11-06 13:45:00+00:00
IPL2014,14,Esteghlal KHU,Saipa ALB,2014-11-07 12:30:00+00:00
IPL2014,14,Malavan ANZ,Zobahan ESF,2014-11-07 16:45:00+00:00
IPL2014,14,Padideh MSH,Foolad KHU,2014-11-07 17:45:00+00:00
IPL2014,14,Saba QOM,Naft TEH,2014-11-07 18:15:00+00:00
IPL2014,14,Teraktor TBZ,Esteghlal TEH,2014-11-07 14:45:00+00:00
IPL2014,15,Naft MJS,Malavan ANZ,2014-11-20 12:45:00+00:00
IPL2014,15,Naft TEH,Teraktor TBZ,2014-11-21 13:30:00+00:00
IPL2014,15,Paykan TEH,Esteghlal KHU,2014-11-21 14:00:00+00:00
IPL2014,15,Saipa ALB,Sepahan ESF,2014-11-21 17:00:00+00:00
IPL2014,15,Foolad KHU,Saba QOM,2014-11-22 16:30:00+00:00
IPL2014,15,Zobahan ESF,Padideh MSH,2014-11-22 17:45:00+00:00
IPL2014,15,Esteghlal TEH,Perspolis TEH,2014-11-23 15:30:00+00:00
IPL2014,15,Gostaresh TBZ,Rahahan TEH,2014-11-23 17:00:00+00:00
IPL2014,16,Esteghlal TEH,Rahahan TEH,2014-12-01 15:30:00+00:00
IPL2014,16,Naft TEH,Perspolis TEH,2014-12-01 15:30:00+00:00
IPL2014,16,Zobahan ESF,Saba QOM,2014-12-01 13:30:00+00:00
IPL2014,16,Foolad KHU,Teraktor TBZ,2014-12-02 16:15:00+00:00
IPL2014,16,Malavan ANZ,Padideh MSH,2014-12-02 17:30:00+00:00
IPL2014,16,Gostaresh TBZ,Esteghlal KHU,2014-12-04 15:00:00+00:00
IPL2014,16,Naft MJS,Saipa ALB,2014-12-04 17:30:00+00:00
IPL2014,16,Paykan TEH,Sepahan ESF,2014-12-04 14:15:00+00:00
IPL2014,17,Saba QOM,Malavan ANZ,2014-12-10 16:30:00+00:00
IPL2014,17,Saipa ALB,Paykan TEH,2014-12-10 18:00:00+00:00
IPL2014,17,Sepahan ESF,Gostaresh TBZ,2014-12-10 15:00:00+00:00
IPL2014,17,Esteghlal KHU,Esteghlal TEH,2014-12-11 13:30:00+00:00
IPL2014,17,Padideh MSH,Naft MJS,2014-12-11 12:45:00+00:00
IPL2014,17,Perspolis TEH,Foolad KHU,2014-12-11 16:15:00+00:00
IPL2014,17,Rahahan TEH,Naft TEH,2014-12-11 18:15:00+00:00
IPL2014,17,Teraktor TBZ,Zobahan ESF,2014-12-11 17:45:00+00:00
IPL2014,18,Gostaresh TBZ,Saipa ALB,2015-01-29 13:45:00+00:00
IPL2014,18,Naft MJS,Paykan TEH,2015-01-29 15:30:00+00:00
IPL2014,18,Saba QOM,Padideh MSH,2015-01-29 13:15:00+00:00
IPL2014,18,Esteghlal TEH,Sepahan ESF,2015-01-30 15:30:00+00:00
IPL2014,18,Foolad KHU,Rahahan TEH,2015-01-30 14:30:00+00:00
IPL2014,18,Malavan ANZ,Teraktor TBZ,2015-01-30 18:00:00+00:00
IPL2014,18,Naft TEH,Esteghlal KHU,2015-01-30 18:15:00+00:00
IPL2014,18,Zobahan ESF,Perspolis TEH,2015-01-30 17:15:00+00:00
IPL2014,19,Paykan TEH,Gostaresh TBZ,2015-02-04 13:00:00+00:00
IPL2014,19,Saipa ALB,Esteghlal TEH,2015-02-04 13:30:00+00:00
IPL2014,19,Sepahan ESF,Naft TEH,2015-02-04 14:00:00+00:00
IPL2014,19,Naft MJS,Saba QOM,2015-02-05 13:45:00+00:00
IPL2014,19,Rahahan TEH,Zobahan ESF,2015-02-05 13:15:00+00:00
IPL2014,19,Esteghlal KHU,Foolad KHU,2015-02-06 14:45:00+00:00
IPL2014,19,Perspolis TEH,Malavan ANZ,2015-02-06 17:30:00+00:00
IPL2014,19,Teraktor TBZ,Padideh MSH,2015-02-06 16:00:00+00:00
IPL2014,20,Esteghlal TEH,Paykan TEH,2015-02-08 17:15:00+00:00
IPL2014,20,Naft TEH,Saipa ALB,2015-02-08 14:15:00+00:00
IPL2014,20,Malavan ANZ,Rahahan TEH,2015-02-12 14:45:00+00:00
IPL2014,20,Foolad KHU,Sepahan ESF,2015-02-13 17:45:00+00:00
IPL2014,20,Gostaresh TBZ,Naft MJS,2015-02-13 14:30:00+00:00
IPL2014,20,Padideh MSH,Perspolis TEH,2015-02-13 13:15:00+00:00
IPL2014,20,Saba QOM,Teraktor TBZ,2015-02-13 16:15:00+00:00
IPL2014,20,Zobahan ESF,Esteghlal KHU,2015-02-14 13:30:00+00:00
IPL2014,21,Paykan TEH,Naft TEH,2015-02-12 17:30:00+00:00
IPL2014,21,Naft MJS,Teraktor TBZ,2015-02-19 15:00:00+00:00
IPL2014,21,Perspolis TEH,Saba QOM,2015-02-19 16:45:00+00:00
IPL2014,21,Saipa ALB,Foolad KHU,2015-02-19 15:00:00+00:00
IPL2014,21,Esteghlal KHU,Malavan ANZ,2015-02-20 16:15:00+00:00
IPL2014,21,Gostaresh TBZ,Esteghlal TEH,2015-02-20 17:45:00+00:00
IPL2014,21,Rahahan TEH,Padideh MSH,2015-02-20 17:45:00+00:00
IPL2014,21,Sepahan ESF,Zobahan ESF,2015-02-20 12:30:00+00:00
IPL2014,22,Esteghlal TEH,Naft MJS,2015-03-06 15:30:00+00:00
IPL2014,22,Malavan ANZ,Sepahan ESF,2015-03-06 15:00:00+00:00
IPL2014,22,Padideh MSH,Esteghlal KHU,2015-03-06 13:30:00+00:00
IPL2014,22,Saba QOM,Rahahan TEH,2015-03-06 18:15:00+00:00
IPL2014,22,Zobahan ESF,Saipa ALB,2015-03-06 17:15:00+00:00
IPL2014,22,Foolad KHU,Paykan TEH,2015-03-08 18:15:00+00:00
IPL2014,22,Naft TEH,Gostaresh TBZ,2015-03-08 17:00:00+00:00
IPL2014,22,Teraktor TBZ,Perspolis TEH,2015-03-08 16:15:00+00:00
IPL2014,23,Esteghlal TEH,Naft TEH,2015-03-12 12:30:00+00:00
IPL2014,23,Gostaresh TBZ,Foolad KHU,2015-03-12 14:00:00+00:00
IPL2014,23,Naft MJS,Perspolis TEH,2015-03-12 13:00:00+00:00
IPL2014,23,Rahahan TEH,Teraktor TBZ,2015-03-12 15:45:00+00:00
IPL2014,23,Esteghlal KHU,Saba QOM,2015-03-13 16:00:00+00:00
IPL2014,23,Paykan TEH,Zobahan ESF,2015-03-16 15:15:00+00:00
IPL2014,23,Sepahan ESF,Padideh MSH,2015-03-16 13:15:00+00:00
IPL2014,23,Saipa ALB,Malavan ANZ,2015-04-03 16:30:00+00:00
IPL2014,24,Foolad KHU,Esteghlal TEH,2015-04-03 13:30:00+00:00
IPL2014,24,Naft TEH,Naft MJS,2015-04-03 15:30:00+00:00
IPL2014,24,Perspolis TEH,Rahahan TEH,2015-04-03 16:30:00+00:00
IPL2014,24,Teraktor TBZ,Esteghlal KHU,2015-04-03 15:15:00+00:00
IPL2014,24,Saba QOM,Sepahan ESF,2015-04-04 11:30:00+00:00
IPL2014,24,Zobahan ESF,Gostaresh TBZ,2015-04-04 12:00:00+00:00
IPL2014,24,Malavan ANZ,Paykan TEH,2015-04-07 12:15:00+00:00
IPL2014,24,Padideh MSH,Saipa ALB,2015-04-07 11:45:00+00:00
IPL2014,25,Esteghlal TEH,Zobahan ESF,2015-04-10 13:30:00+00:00
IPL2014,25,Naft MJS,Rahahan TEH,2015-04-10 14:45:00+00:00
IPL2014,25,Paykan TEH,Padideh MSH,2015-04-11 13:00:00+00:00
IPL2014,25,Saipa ALB,Saba QOM,2015-04-11 12:45:00+00:00
IPL2014,25,Esteghlal KHU,Perspolis TEH,2015-04-12 14:30:00+00:00
IPL2014,25,Gostaresh TBZ,Malavan ANZ,2015-04-12 15:00:00+00:00
IPL2014,25,Naft TEH,Foolad KHU,2015-04-12 16:30:00+00:00
IPL2014,25,Sepahan ESF,Teraktor TBZ,2015-04-12 15:45:00+00:00
IPL2014,26,Foolad KHU,Naft MJS,2015-04-16 17:15:00+00:00
IPL2014,26,Perspolis TEH,Sepahan ESF,2015-04-16 12:00:00+00:00
IPL2014,26,Teraktor TBZ,Saipa ALB,2015-04-16 14:30:00+00:00
IPL2014,26,Zobahan ESF,Naft TEH,2015-04-16 12:45:00+00:00
IPL2014,26,Malavan ANZ,Esteghlal TEH,2015-04-17 15:45:00+00:00
IPL2014,26,Padideh MSH,Gostaresh TBZ,2015-04-17 16:00:00+00:00
IPL2014,26,Rahahan TEH,Esteghlal KHU,2015-04-17 12:45:00+00:00
IPL2014,26,Saba QOM,Paykan TEH,2015-04-17 12:00:00+00:00
IPL2014,27,Esteghlal TEH,Padideh MSH,2015-04-24 16:00:00+00:00
IPL2014,27,Gostaresh TBZ,Saba QOM,2015-04-24 13:15:00+00:00
IPL2014,27,Naft MJS,Esteghlal KHU,2015-04-24 12:00:00+00:00
IPL2014,27,Sepahan ESF,Rahahan TEH,2015-04-24 14:00:00+00:00
IPL2014,27,Foolad KHU,Zobahan ESF,2015-04-26 12:15:00+00:00
IPL2014,27,Naft TEH,Malavan ANZ,2015-04-26 15:15:00+00:00
IPL2014,27,Paykan TEH,Teraktor TBZ,2015-04-26 13:00:00+00:00
IPL2014,27,Saipa ALB,Perspolis TEH,2015-04-26 14:30:00+00:00
IPL2014,28,Esteghlal KHU,Sepahan ESF,2015-05-01 13:30:00+00:00
IPL2014,28,Malavan ANZ,Foolad KHU,2015-05-01 17:00:00+00:00
IPL2014,28,Padideh MSH,Naft TEH,2015-05-01 17:15:00+00:00
IPL2014,28,Perspolis TEH,Paykan TEH,2015-05-01 17:00:00+00:00
IPL2014,28,Rahahan TEH,Saipa ALB,2015-05-01 14:45:00+00:00
IPL2014,28,Saba QOM,Esteghlal TEH,2015-05-01 13:00:00+00:00
IPL2014,28,Teraktor TBZ,Gostaresh TBZ,2015-05-01 13:30:00+00:00
IPL2014,28,Zobahan ESF,Naft MJS,2015-05-01 12:30:00+00:00
IPL2014,29,Esteghlal TEH,Teraktor TBZ,2015-05-10 16:00:00+00:00
IPL2014,29,Foolad KHU,Padideh MSH,2015-05-10 14:15:00+00:00
IPL2014,29,Gostaresh TBZ,Perspolis TEH,2015-05-10 13:30:00+00:00
IPL2014,29,Naft MJS,Sepahan ESF,2015-05-10 17:15:00+00:00
IPL2014,29,Naft TEH,Saba QOM,2015-05-10 17:00:00+00:00
IPL2014,29,Paykan TEH,Rahahan TEH,2015-05-10 12:15:00+00:00
IPL2014,29,Saipa ALB,Esteghlal KHU,2015-05-10 16:15:00+00:00
IPL2014,29,Zobahan ESF,Malavan ANZ,2015-05-10 11:45:00+00:00
IPL2014,30,Esteghlal KHU,Paykan TEH,2015-05-15 16:15:00+00:00
IPL2014,30,Malavan ANZ,Naft MJS,2015-05-15 13:00:00+00:00
IPL2014,30,Padideh MSH,Zobahan ESF,2015-05-15 16:00:00+00:00
IPL2014,30,Perspolis TEH,Esteghlal TEH,2015-05-15 13:30:00+00:00
IPL2014,30,Rahahan TEH,Gostaresh TBZ,2015-05-15 16:45:00+00:00
IPL2014,30,Saba QOM,Foolad KHU,2015-05-15 15:15:00+00:00
IPL2014,30,Sepahan ESF,Saipa ALB,2015-05-15 15:30:00+00:00
IPL2014,30,Teraktor TBZ,Naft TEH,2015-05-15 13:15:00+00:00
